image,camera,participant_id,file_id,annotation_id,chunk_id,activity,obj_class,split,src_split,frame
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann119__ch0.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,119,0,interacting_with_phone,phone,val,train,36268
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann60__ch8.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,60,8,interacting_with_phone,phone,train,test,30528
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann20__ch12.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,12,interacting_with_phone,phone,train,train,9192
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch7.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,7,interacting_with_phone,phone,test,train,27061
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch8.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,8,interacting_with_phone,phone,test,train,27150
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann69__ch9.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,69,9,interacting_with_phone,phone,val,train,22789
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann23__ch7.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,23,7,interacting_with_phone,phone,val,train,16351
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann90__ch2.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,90,2,talking_on_phone,phone,train,train,25740
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann101__ch2.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,101,2,talking_on_phone,phone,train,val,31458
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann46__ch4.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,46,4,talking_on_phone,phone,train,train,20750
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann67__ch9.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,67,9,talking_on_phone,phone,train,train,27607
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann61__ch0.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,61,0,interacting_with_phone,phone,train,train,34474
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann95__ch1.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,95,1,talking_on_phone,phone,train,train,45723
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann69__ch2.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,69,2,interacting_with_phone,phone,val,train,22218
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann35__ch3.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,35,3,talking_on_phone,phone,train,test,11939
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch16.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,16,interacting_with_phone,phone,test,train,27874
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann72__ch1.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,72,1,talking_on_phone,phone,train,test,32885
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann95__ch2.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,95,2,talking_on_phone,phone,train,train,47576
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann115__ch1.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,115,1,interacting_with_phone,phone,train,train,38211
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch3.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,3,talking_on_phone,phone,train,val,8156
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch13.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,13,talking_on_phone,phone,train,train,22817
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann82__ch9.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,82,9,talking_on_phone,phone,train,train,38489
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann17__ch0.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,17,0,interacting_with_phone,phone,train,train,9039
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann60__ch2.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,60,2,interacting_with_phone,phone,test,val,26052
a_column_co_driver__run2b_2018-05-23-13-54-07.ids_2__vp7__ann79__ch2.jpg,a_column_co_driver,7,vp7/run2b_2018-05-23-13-54-07.ids_2,79,2,talking_on_phone,phone,val,train,22867
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann62__ch7.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,62,7,talking_on_phone,phone,train,train,21074
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann74__ch9.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,74,9,interacting_with_phone,phone,train,train,33131
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann79__ch1.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,79,1,interacting_with_phone,phone,train,train,37335
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann54__ch2.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,54,2,talking_on_phone,phone,train,train,21300
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann46__ch8.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,46,8,talking_on_phone,phone,train,train,21110
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann31__ch2.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,31,2,talking_on_phone,phone,val,train,19164
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann72__ch5.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,72,5,talking_on_phone,phone,train,test,33245
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann92__ch8.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,92,8,interacting_with_phone,phone,train,train,40907
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann31__ch0.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,31,0,interacting_with_phone,phone,test,val,16213
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann54__ch6.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,54,6,interacting_with_phone,phone,train,train,29738
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann31__ch6.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,31,6,interacting_with_phone,phone,train,test,16630
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann74__ch2.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,74,2,interacting_with_phone,phone,train,train,32512
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann88__ch1.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,88,1,interacting_with_phone,phone,train,train,25065
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann82__ch10.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,82,10,talking_on_phone,phone,train,train,38579
a_column_co_driver__run2b_2018-05-23-13-54-07.ids_2__vp7__ann44__ch0.jpg,a_column_co_driver,7,vp7/run2b_2018-05-23-13-54-07.ids_2,44,0,interacting_with_phone,phone,val,train,16708
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann38__ch0.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,38,0,interacting_with_phone,phone,train,train,22319
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann81__ch1.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,81,1,talking_on_phone,phone,train,test,32635
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann20__ch9.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,20,9,talking_on_phone,phone,train,train,10775
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann101__ch3.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,101,3,talking_on_phone,phone,train,val,31547
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann20__ch7.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,20,7,talking_on_phone,phone,train,train,10594
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch0.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,0,interacting_with_phone,phone,train,test,15887
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann62__ch13.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,62,13,talking_on_phone,phone,train,train,35745
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann81__ch0.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,81,0,interacting_with_phone,phone,train,train,37552
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann55__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,55,0,interacting_with_phone,phone,train,test,13918
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann62__ch3.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,62,3,talking_on_phone,phone,train,train,34846
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann69__ch5.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,69,5,interacting_with_phone,phone,val,train,22482
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch8.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,8,talking_on_phone,phone,train,val,8610
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann60__ch9.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,60,9,interacting_with_phone,phone,train,test,30616
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann43__ch0.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,43,0,interacting_with_phone,phone,train,val,13124
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann37__ch5.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,37,5,talking_on_phone,phone,test,val,17433
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann72__ch12.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,72,12,talking_on_phone,phone,train,test,33865
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann54__ch1.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,54,1,talking_on_phone,phone,train,train,21211
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann39__ch4.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,39,4,talking_on_phone,phone,train,test,18702
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann67__ch16.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,67,16,talking_on_phone,phone,train,train,28230
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann56__ch10.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,56,10,talking_on_phone,phone,train,test,14869
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann33__ch0.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,33,0,interacting_with_phone,phone,train,train,16095
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann101__ch10.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,101,10,talking_on_phone,phone,train,val,32174
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann46__ch6.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,46,6,talking_on_phone,phone,train,train,20930
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann88__ch0.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,88,0,interacting_with_phone,phone,train,train,25018
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann87__ch9.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,87,9,talking_on_phone,phone,train,train,36860
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann68__ch2.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,68,2,interacting_with_phone,phone,train,train,28459
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch6.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,6,interacting_with_phone,phone,train,test,16424
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann87__ch13.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,87,13,talking_on_phone,phone,train,train,37216
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann37__ch6.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,37,6,talking_on_phone,phone,test,val,17523
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann115__ch8.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,115,8,interacting_with_phone,phone,train,train,38836
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann74__ch5.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,74,5,interacting_with_phone,phone,train,train,32784
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann71__ch1.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,71,1,interacting_with_phone,phone,test,val,26493
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann54__ch9.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,54,9,interacting_with_phone,phone,train,train,30009
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann90__ch3.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,90,3,talking_on_phone,phone,train,train,25816
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann44__ch0.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,44,0,interacting_with_phone,phone,train,val,13983
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann72__ch2.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,72,2,interacting_with_phone,phone,train,train,24611
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann31__ch7.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,31,7,talking_on_phone,phone,val,train,19615
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann54__ch13.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,54,13,interacting_with_phone,phone,train,train,30369
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann67__ch8.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,67,8,talking_on_phone,phone,train,train,27517
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch1.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,1,interacting_with_phone,phone,train,test,15978
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann38__ch3.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,38,3,talking_on_phone,phone,val,train,12124
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann20__ch8.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,20,8,talking_on_phone,phone,train,train,10685
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch3.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,3,interacting_with_phone,phone,train,test,16156
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann31__ch0.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,31,0,interacting_with_phone,phone,train,test,16098
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch0.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,0,talking_on_phone,phone,train,val,7886
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann80__ch1.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,80,1,interacting_with_phone,phone,train,train,40597
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann31__ch2.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,31,2,interacting_with_phone,phone,train,test,16276
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann32__ch2.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,32,2,talking_on_phone,phone,train,test,17028
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann87__ch1.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,87,1,talking_on_phone,phone,train,train,36141
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch5.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,5,interacting_with_phone,phone,train,test,16334
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann35__ch4.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,35,4,talking_on_phone,phone,train,test,12027
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch4.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,4,interacting_with_phone,phone,train,test,16246
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann33__ch5.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,33,5,interacting_with_phone,phone,train,train,16543
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann32__ch3.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,32,3,talking_on_phone,phone,train,test,17118
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch11.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,11,talking_on_phone,phone,train,train,22637
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann37__ch1.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,37,1,talking_on_phone,phone,test,val,17077
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann60__ch3.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,60,3,interacting_with_phone,phone,test,val,26142
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch4.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,4,talking_on_phone,phone,train,val,8247
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann62__ch10.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,62,10,interacting_with_phone,phone,train,train,27344
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann54__ch10.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,54,10,interacting_with_phone,phone,train,train,30098
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann37__ch7.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,37,7,talking_on_phone,phone,test,val,17615
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann62__ch2.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,62,2,interacting_with_phone,phone,train,train,26664
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch21.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,21,interacting_with_phone,phone,test,train,28318
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch19.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,19,interacting_with_phone,phone,test,train,28139
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann82__ch2.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,82,2,talking_on_phone,phone,train,train,37859
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann92__ch4.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,92,4,interacting_with_phone,phone,train,train,40553
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch10.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,10,talking_on_phone,phone,train,train,22547
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch3.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,3,interacting_with_phone,phone,test,train,26704
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann60__ch16.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,60,16,interacting_with_phone,phone,train,test,31240
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann80__ch14.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,80,14,interacting_with_phone,phone,train,train,41765
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann103__ch6.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,103,6,interacting_with_phone,phone,train,test,35076
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch10.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,10,talking_on_phone,phone,train,val,8788
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann20__ch8.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,8,interacting_with_phone,phone,train,train,8831
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann32__ch1.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,32,1,talking_on_phone,phone,train,test,16939
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann67__ch7.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,67,7,talking_on_phone,phone,train,train,27426
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann18__ch2.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,18,2,talking_on_phone,phone,train,train,9280
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann96__ch2.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,96,2,interacting_with_phone,phone,train,train,46407
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann69__ch7.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,69,7,interacting_with_phone,phone,val,train,22654
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann101__ch11.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,101,11,talking_on_phone,phone,train,val,32265
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann31__ch1.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,31,1,interacting_with_phone,phone,test,val,16302
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann60__ch10.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,60,10,interacting_with_phone,phone,test,val,26765
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann108__ch7.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,108,7,interacting_with_phone,phone,test,val,42430
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann47__ch6.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,47,6,interacting_with_phone,phone,train,train,25235
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann69__ch1.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,69,1,interacting_with_phone,phone,val,train,22127
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch14.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,14,interacting_with_phone,phone,test,train,27693
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch9.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,9,talking_on_phone,phone,train,train,22457
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann46__ch4.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,46,4,interacting_with_phone,phone,train,val,14898
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann103__ch2.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,103,2,interacting_with_phone,phone,train,test,34724
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann12__ch12.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,12,12,talking_on_phone,phone,test,val,9005
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann115__ch16.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,115,16,interacting_with_phone,phone,train,train,39560
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch6.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,6,talking_on_phone,phone,train,train,22187
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch5.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,5,talking_on_phone,phone,train,train,22097
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann35__ch8.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,35,8,talking_on_phone,phone,train,test,12385
