image,camera,participant_id,file_id,annotation_id,chunk_id,activity,group,src_split,frame
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann35__ch5.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,35,5,talking_on_phone,phone,test,12116
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann108__ch2.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,108,2,talking_on_phone,phone,train,32491
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann67__ch0.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,67,0,talking_on_phone,phone,train,26794
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann36__ch1.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,36,1,interacting_with_phone,phone,train,14468
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann55__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,55,0,interacting_with_phone,phone,test,13918
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann19__ch3.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,19,3,interacting_with_phone,phone,train,9656
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann60__ch6.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,60,6,interacting_with_phone,phone,test,30351
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann37__ch1.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,37,1,talking_on_phone,phone,train,14634
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann115__ch6.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,115,6,interacting_with_phone,phone,train,38658
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann24__ch11.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,24,11,interacting_with_phone,phone,train,13695
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann60__ch7.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,60,7,interacting_with_phone,phone,val,26497
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch6.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,6,interacting_with_phone,phone,train,26971
a_column_co_driver__run1_2018-05-03-14-08-31.ids_2__vp2__ann27__ch1.jpg,a_column_co_driver,2,vp2/run1_2018-05-03-14-08-31.ids_2,27,1,talking_on_phone,phone,train,17518
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann95__ch3.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,95,3,talking_on_phone,phone,train,45902
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann24__ch1.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,24,1,interacting_with_phone,phone,train,12803
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann32__ch8.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,32,8,talking_on_phone,phone,test,17565
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann19__ch6.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,19,6,interacting_with_phone,phone,train,9902
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann98__ch8.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,98,8,interacting_with_phone,phone,val,45230
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann108__ch5.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,108,5,interacting_with_phone,phone,val,42247
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann62__ch10.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,62,10,interacting_with_phone,phone,train,27344
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann92__ch1.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,92,1,interacting_with_phone,phone,train,40286
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann98__ch4.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,98,4,interacting_with_phone,phone,val,44870
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann67__ch6.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,67,6,talking_on_phone,phone,train,27336
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann34__ch0.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,34,0,interacting_with_phone,phone,train,11324
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann72__ch12.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,72,12,talking_on_phone,phone,test,33865
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann60__ch7.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,60,7,interacting_with_phone,phone,test,30439
a_column_co_driver__run2b_2018-05-23-13-54-07.ids_2__vp7__ann46__ch0.jpg,a_column_co_driver,7,vp7/run2b_2018-05-23-13-54-07.ids_2,46,0,interacting_with_phone,phone,train,17457
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann87__ch11.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,87,11,talking_on_phone,phone,train,37039
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch11.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,11,talking_on_phone,phone,val,8878
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann103__ch3.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,103,3,interacting_with_phone,phone,test,34813
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch7.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,7,interacting_with_phone,phone,test,16514
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann108__ch1.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,108,1,interacting_with_phone,phone,val,41890
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann47__ch6.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,47,6,interacting_with_phone,phone,train,25235
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann72__ch11.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,72,11,talking_on_phone,phone,test,33783
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch2.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,2,talking_on_phone,phone,val,8066
a_column_co_driver__run1_2018-05-03-14-08-31.ids_2__vp2__ann26__ch8.jpg,a_column_co_driver,2,vp2/run1_2018-05-03-14-08-31.ids_2,26,8,interacting_with_phone,phone,train,16808
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann39__ch12.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,39,12,talking_on_phone,phone,test,19409
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann108__ch4.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,108,4,talking_on_phone,phone,train,32669
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann81__ch14.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,81,14,talking_on_phone,phone,test,33783
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann115__ch13.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,115,13,interacting_with_phone,phone,train,39289
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann23__ch6.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,23,6,interacting_with_phone,phone,train,16263
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann74__ch1.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,74,1,interacting_with_phone,phone,train,32422
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann24__ch6.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,24,6,interacting_with_phone,phone,train,13250
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann34__ch2.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,34,2,interacting_with_phone,phone,train,18744
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann95__ch2.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,95,2,talking_on_phone,phone,train,45812
a_column_co_driver__run2b_2018-05-23-13-54-07.ids_2__vp7__ann44__ch2.jpg,a_column_co_driver,7,vp7/run2b_2018-05-23-13-54-07.ids_2,44,2,interacting_with_phone,phone,train,16849
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann80__ch0.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,80,0,talking_on_phone,phone,train,37006
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann20__ch2.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,20,2,talking_on_phone,phone,train,10147
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann38__ch0.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,38,0,interacting_with_phone,phone,train,22319
a_column_driver__run1_2018-05-23-13-16-52.ids_5__vp7__ann11__ch7.jpg,a_column_driver,7,vp7/run1_2018-05-23-13-16-52.ids_5,11,7,eating,drink,train,9669
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann34__ch0.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,34,0,eating,drink,test,18289
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann13__ch0.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,13,0,drinking,drink,train,8288
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann25__ch0.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,25,0,preparing_food,drink,train,10010
a_column_driver__run2_2018-05-24-14-35-56.ids_5__vp11__ann15__ch1.jpg,a_column_driver,11,vp11/run2_2018-05-24-14-35-56.ids_5,15,1,closing_bottle,drink,test,6646
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch18.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,18,eating,drink,val,36075
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann92__ch5.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,92,5,eating,drink,train,32068
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch26.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,26,eating,drink,val,36793
a_column_driver__run1_2018-05-30-13-05-35.ids_5__vp15__ann18__ch3.jpg,a_column_driver,15,vp15/run1_2018-05-30-13-05-35.ids_5,18,3,eating,drink,val,9465
a_column_driver__run1b_2018-05-29-14-02-47.ids_5__vp1__ann55__ch1.jpg,a_column_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_5,55,1,drinking,drink,train,16870
a_column_driver__run2_2018-05-24-14-35-56.ids_5__vp11__ann70__ch5.jpg,a_column_driver,11,vp11/run2_2018-05-24-14-35-56.ids_5,70,5,eating,drink,test,17732
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann119__ch3.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,119,3,eating,drink,test,44331
a_column_driver__run1b_2018-05-29-14-02-47.ids_5__vp1__ann49__ch1.jpg,a_column_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_5,49,1,preparing_food,drink,train,15102
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann105__ch10.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,105,10,eating,drink,test,41953
a_column_driver__run1d_2018-05-23-14-54-38.ids_5__vp8__ann58__ch6.jpg,a_column_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_5,58,6,eating,drink,train,29683
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann27__ch6.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,27,6,drinking,drink,train,12943
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann17__ch2.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,17,2,eating,drink,train,9385
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann105__ch1.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,105,1,eating,drink,test,41142
a_column_driver__run2_2018-05-23-11-05-00.ids_5__vp6__ann33__ch0.jpg,a_column_driver,6,vp6/run2_2018-05-23-11-05-00.ids_5,33,0,opening_bottle,drink,train,17428
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann90__ch11.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,90,11,eating,drink,train,30015
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann11__ch1.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,11,1,opening_bottle,drink,train,9139
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann90__ch1.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,90,1,eating,drink,train,29119
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann85__ch0.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,85,0,eating,drink,train,33368
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann45__ch0.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,45,0,opening_bottle,drink,train,15331
a_column_driver__run1_2018-05-30-13-05-35.ids_5__vp15__ann11__ch2.jpg,a_column_driver,15,vp15/run1_2018-05-30-13-05-35.ids_5,11,2,preparing_food,drink,val,8473
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann64__ch3.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,64,3,eating,drink,train,24615
a_column_driver__run1b_2018-05-08-08-46-01.ids_5__vp3__ann85__ch6.jpg,a_column_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_5,85,6,drinking,drink,train,34283
a_column_driver__run1_2018-05-03-14-08-31.ids_5__vp2__ann75__ch2.jpg,a_column_driver,2,vp2/run1_2018-05-03-14-08-31.ids_5,75,2,drinking,drink,train,40685
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann105__ch9.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,105,9,eating,drink,test,41864
a_column_driver__run1_2018-05-30-13-05-35.ids_5__vp15__ann15__ch0.jpg,a_column_driver,15,vp15/run1_2018-05-30-13-05-35.ids_5,15,0,opening_bottle,drink,val,8881
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann90__ch3.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,90,3,eating,drink,val,38478
a_column_driver__run2_2018-05-22-14-25-04.ids_5__vp4__ann101__ch1.jpg,a_column_driver,4,vp4/run2_2018-05-22-14-25-04.ids_5,101,1,eating,drink,train,47824
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann99__ch7.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,99,7,eating,drink,train,40015
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann88__ch1.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,88,1,drinking,drink,train,35456
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann26__ch1.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,26,1,opening_bottle,drink,train,12370
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann123__ch6.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,123,6,eating,drink,test,46223
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann90__ch20.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,90,20,eating,drink,val,40019
a_column_driver__run2_2018-05-23-11-05-00.ids_5__vp6__ann30__ch9.jpg,a_column_driver,6,vp6/run2_2018-05-23-11-05-00.ids_5,30,9,eating,drink,train,15700
a_column_driver__run1d_2018-05-23-14-54-38.ids_5__vp8__ann78__ch10.jpg,a_column_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_5,78,10,eating,drink,train,38222
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann92__ch3.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,92,3,eating,drink,train,31889
a_column_driver__run1_2018-05-24-15-44-28.ids_5__vp12__ann42__ch16.jpg,a_column_driver,12,vp12/run1_2018-05-24-15-44-28.ids_5,42,16,eating,drink,train,19916
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann88__ch3.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,88,3,drinking,drink,train,35621
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch5.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,5,eating,drink,val,34904
a_column_driver__run2_2018-05-24-17-22-26.ids_5__vp2__ann50__ch2.jpg,a_column_driver,2,vp2/run2_2018-05-24-17-22-26.ids_5,50,2,eating,drink,train,22908
a_column_driver__run2_2018-05-30-11-34-54.ids_5__vp13__ann48__ch8.jpg,a_column_driver,13,vp13/run2_2018-05-30-11-34-54.ids_5,48,8,eating,drink,test,22065
a_column_driver__run1_2018-05-30-13-05-35.ids_5__vp15__ann12__ch2.jpg,a_column_driver,15,vp15/run1_2018-05-30-13-05-35.ids_5,12,2,eating,drink,val,8710
a_column_driver__run1_2018-05-24-15-44-28.ids_5__vp12__ann42__ch10.jpg,a_column_driver,12,vp12/run1_2018-05-24-15-44-28.ids_5,42,10,eating,drink,train,19375
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann105__ch2.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,105,2,eating,drink,test,41231
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann90__ch1.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,90,1,eating,drink,val,38299
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann49__ch7.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,49,7,eating,drink,test,21607
a_column_driver__run2_2018-05-22-14-25-04.ids_5__vp4__ann9__ch2.jpg,a_column_driver,4,vp4/run2_2018-05-22-14-25-04.ids_5,9,2,eating,drink,train,11455
a_column_driver__run1_2018-05-23-13-16-52.ids_5__vp7__ann81__ch18.jpg,a_column_driver,7,vp7/run1_2018-05-23-13-16-52.ids_5,81,18,eating,drink,train,26820
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann86__ch2.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,86,2,eating,drink,val,34753
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann88__ch2.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,88,2,eating,drink,val,33401
a_column_driver__run2_2018-05-24-17-22-26.ids_5__vp2__ann50__ch4.jpg,a_column_driver,2,vp2/run2_2018-05-24-17-22-26.ids_5,50,4,eating,drink,train,23087
a_column_driver__run1b_2018-05-29-14-02-47.ids_5__vp1__ann38__ch0.jpg,a_column_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_5,38,0,drinking,drink,train,12503
a_column_driver__run2_2018-05-23-15-30-27.ids_5__vp8__ann71__ch3.jpg,a_column_driver,8,vp8/run2_2018-05-23-15-30-27.ids_5,71,3,eating,drink,train,22008
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann35__ch2.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,35,2,drinking,drink,test,18971
a_column_driver__run2_2018-05-24-14-35-56.ids_5__vp11__ann70__ch0.jpg,a_column_driver,11,vp11/run2_2018-05-24-14-35-56.ids_5,70,0,eating,drink,test,17281
a_column_driver__run1_2018-05-23-10-21-45.ids_5__vp6__ann80__ch5.jpg,a_column_driver,6,vp6/run1_2018-05-23-10-21-45.ids_5,80,5,eating,drink,train,41351
a_column_driver__run2_2018-05-24-17-22-26.ids_5__vp2__ann38__ch7.jpg,a_column_driver,2,vp2/run2_2018-05-24-17-22-26.ids_5,38,7,eating,drink,train,20592
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch2.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,2,eating,drink,val,34630
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann105__ch5.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,105,5,eating,drink,test,41501
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann81__ch0.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,81,0,opening_bottle,drink,val,32057
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann104__ch0.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,104,0,eating,drink,val,40519
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann73__ch0.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,73,0,eating,drink,train,19181
a_column_driver__run1_2018-05-30-13-05-35.ids_5__vp15__ann18__ch4.jpg,a_column_driver,15,vp15/run1_2018-05-30-13-05-35.ids_5,18,4,eating,drink,val,9555
a_column_driver__run2_2018-05-23-11-05-00.ids_5__vp6__ann65__ch3.jpg,a_column_driver,6,vp6/run2_2018-05-23-11-05-00.ids_5,65,3,eating,drink,train,29984
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch37.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,37,eating,drink,val,37783
a_column_driver__run2_2018-05-23-15-30-27.ids_5__vp8__ann16__ch3.jpg,a_column_driver,8,vp8/run2_2018-05-23-15-30-27.ids_5,16,3,eating,drink,train,7718
a_column_driver__run1_2018-05-24-15-44-28.ids_5__vp12__ann42__ch12.jpg,a_column_driver,12,vp12/run1_2018-05-24-15-44-28.ids_5,42,12,eating,drink,train,19555
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch23.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,23,eating,drink,val,36525
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann86__ch0.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,86,0,eating,drink,train,21915
a_column_driver__run1_2018-05-22-13-28-51.ids_5__vp4__ann26__ch7.jpg,a_column_driver,4,vp4/run1_2018-05-22-13-28-51.ids_5,26,7,eating,drink,train,17186
a_column_driver__run1_2018-05-24-13-44-01.ids_5__vp11__ann85__ch1.jpg,a_column_driver,11,vp11/run1_2018-05-24-13-44-01.ids_5,85,1,eating,drink,test,31442
a_column_driver__run1b_2018-05-29-14-02-47.ids_5__vp1__ann56__ch0.jpg,a_column_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_5,56,0,closing_bottle,drink,train,17037
a_column_driver__run1_2018-05-30-13-05-35.ids_5__vp15__ann77__ch1.jpg,a_column_driver,15,vp15/run1_2018-05-30-13-05-35.ids_5,77,1,opening_bottle,drink,val,20271
a_column_driver__run1d_2018-05-23-14-54-38.ids_5__vp8__ann78__ch13.jpg,a_column_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_5,78,13,eating,drink,train,38492
a_column_driver__run2_2018-05-23-15-30-27.ids_5__vp8__ann69__ch4.jpg,a_column_driver,8,vp8/run2_2018-05-23-15-30-27.ids_5,69,4,eating,drink,train,20960
a_column_driver__run1b_2018-05-29-14-02-47.ids_5__vp1__ann100__ch1.jpg,a_column_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_5,100,1,closing_bottle,drink,train,27097
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch22.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,22,eating,drink,val,36435
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann93__ch10.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,93,10,eating,drink,val,35357
a_column_driver__run2_2018-05-23-15-30-27.ids_5__vp8__ann26__ch5.jpg,a_column_driver,8,vp8/run2_2018-05-23-15-30-27.ids_5,26,5,eating,drink,train,9947
a_column_driver__run2_2018-05-29-14-33-44.ids_5__vp1__ann41__ch3.jpg,a_column_driver,1,vp1/run2_2018-05-29-14-33-44.ids_5,41,3,eating,drink,train,20150
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann87__ch1.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,87,1,opening_bottle,drink,train,35282
a_column_driver__run1d_2018-05-23-14-54-38.ids_5__vp8__ann64__ch0.jpg,a_column_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_5,64,0,opening_bottle,drink,train,33067
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann53__ch5.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,53,5,eating,drink,test,25522
a_column_driver__run1_2018-05-24-13-44-01.ids_5__vp11__ann95__ch0.jpg,a_column_driver,11,vp11/run1_2018-05-24-13-44-01.ids_5,95,0,eating,drink,test,32898
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann27__ch5.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,27,5,drinking,drink,train,12873
a_column_driver__run2_2018-05-30-10-42-33.ids_5__vp14__ann80__ch5.jpg,a_column_driver,14,vp14/run2_2018-05-30-10-42-33.ids_5,80,5,eating,drink,val,31880
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann86__ch20.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,86,20,eating,drink,val,36382
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann90__ch7.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,90,7,eating,drink,val,38838
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann90__ch22.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,90,22,eating,drink,val,40199
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann64__ch0.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,64,0,eating,drink,train,24345
