image,camera,participant_id,file_id,annotation_id,chunk_id,activity,obj_class,split,src_split,frame
a_column_driver__run1b_2018-05-29-14-02-47.ids_5__vp1__ann115__ch0.jpg,a_column_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_5,115,0,closing_bottle,bottle,train,train,29327
a_column_driver__run1_2018-05-30-13-05-35.ids_5__vp15__ann21__ch1.jpg,a_column_driver,15,vp15/run1_2018-05-30-13-05-35.ids_5,21,1,closing_bottle,bottle,train,val,10110
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann90__ch1.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,90,1,opening_bottle,bottle,test,train,23221
a_column_driver__run2_2018-05-23-11-05-00.ids_5__vp6__ann33__ch1.jpg,a_column_driver,6,vp6/run2_2018-05-23-11-05-00.ids_5,33,1,opening_bottle,bottle,train,train,17490
a_column_driver__run1b_2018-05-08-08-46-01.ids_5__vp3__ann83__ch0.jpg,a_column_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_5,83,0,opening_bottle,bottle,train,train,33344
a_column_driver__run1_2018-05-24-13-44-01.ids_5__vp11__ann48__ch1.jpg,a_column_driver,11,vp11/run1_2018-05-24-13-44-01.ids_5,48,1,closing_bottle,bottle,train,test,20776
a_column_driver__run2_2018-05-24-14-35-56.ids_5__vp11__ann44__ch0.jpg,a_column_driver,11,vp11/run2_2018-05-24-14-35-56.ids_5,44,0,opening_bottle,bottle,train,test,12587
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann8__ch0.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,8,0,closing_bottle,bottle,train,train,7886
a_column_driver__run2_2018-05-22-14-25-04.ids_5__vp4__ann20__ch0.jpg,a_column_driver,4,vp4/run2_2018-05-22-14-25-04.ids_5,20,0,closing_bottle,bottle,train,train,17751
a_column_driver__run1_2018-05-22-15-10-41.ids_5__vp5__ann36__ch0.jpg,a_column_driver,5,vp5/run1_2018-05-22-15-10-41.ids_5,36,0,closing_bottle,bottle,train,test,19031
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann104__ch0.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,104,0,closing_bottle,bottle,train,train,41468
a_column_driver__run2_2018-05-24-16-21-35.ids_5__vp12__ann78__ch0.jpg,a_column_driver,12,vp12/run2_2018-05-24-16-21-35.ids_5,78,0,opening_bottle,bottle,train,train,32140
a_column_driver__run1_2018-05-24-13-44-01.ids_5__vp11__ann43__ch0.jpg,a_column_driver,11,vp11/run1_2018-05-24-13-44-01.ids_5,43,0,opening_bottle,bottle,train,test,20056
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann52__ch0.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,52,0,opening_bottle,bottle,test,val,23734
a_column_driver__run1_2018-05-23-13-16-52.ids_5__vp7__ann83__ch5.jpg,a_column_driver,7,vp7/run1_2018-05-23-13-16-52.ids_5,83,5,opening_bottle,bottle,val,train,27484
a_column_driver__run2_2018-05-24-17-22-26.ids_5__vp2__ann43__ch0.jpg,a_column_driver,2,vp2/run2_2018-05-24-17-22-26.ids_5,43,0,closing_bottle,bottle,train,train,21496
a_column_driver__run1_2018-05-23-10-21-45.ids_5__vp6__ann91__ch0.jpg,a_column_driver,6,vp6/run1_2018-05-23-10-21-45.ids_5,91,0,closing_bottle,bottle,train,train,46644
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann13__ch0.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,13,0,closing_bottle,bottle,train,train,9304
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann47__ch1.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,47,1,closing_bottle,bottle,train,train,15546
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann45__ch0.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,45,0,opening_bottle,bottle,train,train,15331
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann92__ch1.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,92,1,closing_bottle,bottle,test,train,23693
a_column_driver__run1_2018-05-23-13-16-52.ids_5__vp7__ann15__ch0.jpg,a_column_driver,7,vp7/run1_2018-05-23-13-16-52.ids_5,15,0,opening_bottle,bottle,val,train,10082
a_column_driver__run2_2018-05-30-11-34-54.ids_5__vp13__ann50__ch5.jpg,a_column_driver,13,vp13/run2_2018-05-30-11-34-54.ids_5,50,5,opening_bottle,bottle,train,test,23335
a_column_driver__run1b_2018-05-08-08-46-01.ids_5__vp3__ann77__ch0.jpg,a_column_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_5,77,0,closing_bottle,bottle,train,train,31858
a_column_driver__run1_2018-05-03-14-08-31.ids_5__vp2__ann72__ch0.jpg,a_column_driver,2,vp2/run1_2018-05-03-14-08-31.ids_5,72,0,opening_bottle,bottle,train,train,39884
a_column_driver__run1_2018-05-23-13-16-52.ids_5__vp7__ann85__ch0.jpg,a_column_driver,7,vp7/run1_2018-05-23-13-16-52.ids_5,85,0,closing_bottle,bottle,val,train,27939
a_column_driver__run1_2018-05-30-10-11-09.ids_5__vp14__ann21__ch1.jpg,a_column_driver,14,vp14/run1_2018-05-30-10-11-09.ids_5,21,1,closing_bottle,bottle,test,val,11964
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann19__ch1.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,19,1,closing_bottle,bottle,test,train,9319
a_column_driver__run1b_2018-05-08-08-46-01.ids_5__vp3__ann106__ch0.jpg,a_column_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_5,106,0,closing_bottle,bottle,train,train,38343
a_column_driver__run1b_2018-05-23-16-19-17.ids_5__vp9__ann17__ch1.jpg,a_column_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_5,17,1,opening_bottle,bottle,test,train,9082
a_column_driver__run1_2018-05-23-13-16-52.ids_5__vp7__ann83__ch2.jpg,a_column_driver,7,vp7/run1_2018-05-23-13-16-52.ids_5,83,2,opening_bottle,bottle,val,train,27249
a_column_driver__run1_2018-05-29-15-21-10.ids_5__vp13__ann45__ch5.jpg,a_column_driver,13,vp13/run1_2018-05-29-15-21-10.ids_5,45,5,opening_bottle,bottle,train,test,25050
a_column_driver__run1_2018-05-24-13-14-41.ids_5__vp10__ann13__ch1.jpg,a_column_driver,10,vp10/run1_2018-05-24-13-14-41.ids_5,13,1,closing_bottle,bottle,train,train,9352
a_column_driver__run2_2018-05-23-11-05-00.ids_5__vp6__ann48__ch0.jpg,a_column_driver,6,vp6/run2_2018-05-23-11-05-00.ids_5,48,0,opening_bottle,bottle,train,train,26302
a_column_driver__run2_2018-05-24-14-08-46.ids_5__vp10__ann94__ch0.jpg,a_column_driver,10,vp10/run2_2018-05-24-14-08-46.ids_5,94,0,opening_bottle,bottle,train,train,33778
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann14__ch0.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,14,0,closing_bottle,bottle,test,train,8365
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann13__ch0.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,13,0,opening_bottle,bottle,val,train,9599
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann99__ch0.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,99,0,opening_bottle,bottle,test,val,39771
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann80__ch0.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,80,0,closing_bottle,bottle,train,train,32372
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann43__ch1.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,43,1,opening_bottle,bottle,train,test,20115
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann36__ch1.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,36,1,closing_bottle,bottle,train,test,19120
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann45__ch3.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,45,3,opening_bottle,bottle,train,test,24840
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann96__ch1.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,96,1,closing_bottle,bottle,train,train,34127
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann33__ch3.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,33,3,opening_bottle,bottle,train,test,18206
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann11__ch0.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,11,0,opening_bottle,bottle,train,train,9050
ceiling__run1_2018-05-30-13-05-35.ids_3__vp15__ann79__ch0.jpg,ceiling,15,vp15/run1_2018-05-30-13-05-35.ids_3,79,0,closing_bottle,bottle,train,val,20446
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann33__ch0.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,33,0,opening_bottle,bottle,train,val,12703
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann100__ch1.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,100,1,closing_bottle,bottle,train,train,26990
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann99__ch1.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,99,1,opening_bottle,bottle,test,val,39831
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann94__ch0.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,94,0,opening_bottle,bottle,train,train,33717
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann35__ch0.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,35,0,closing_bottle,bottle,train,val,12846
ceiling__run2_2018-05-29-14-33-44.ids_3__vp1__ann45__ch1.jpg,ceiling,1,vp1/run2_2018-05-29-14-33-44.ids_3,45,1,opening_bottle,bottle,train,train,21060
ceiling__run2b_2018-05-23-13-54-07.ids_3__vp7__ann38__ch1.jpg,ceiling,7,vp7/run2b_2018-05-23-13-54-07.ids_3,38,1,closing_bottle,bottle,val,train,14990
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann106__ch0.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,106,0,closing_bottle,bottle,train,train,38376
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann47__ch0.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,47,0,closing_bottle,bottle,train,test,25405
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann45__ch2.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,45,2,opening_bottle,bottle,train,test,24750
ceiling__run2b_2018-05-22-15-50-07.ids_3__vp5__ann71__ch0.jpg,ceiling,5,vp5/run2b_2018-05-22-15-50-07.ids_3,71,0,opening_bottle,bottle,train,test,27268
ceiling__run2b_2018-05-23-13-54-07.ids_3__vp7__ann36__ch0.jpg,ceiling,7,vp7/run2b_2018-05-23-13-54-07.ids_3,36,0,opening_bottle,bottle,val,train,14410
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann11__ch0.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,11,0,opening_bottle,bottle,train,test,6242
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann50__ch0.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,50,0,opening_bottle,bottle,train,test,22861
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann85__ch1.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,85,1,closing_bottle,bottle,val,train,27501
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann13__ch1.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,13,1,opening_bottle,bottle,val,train,9688
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann6__ch1.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,6,1,opening_bottle,bottle,train,train,7566
ceiling__run2_2018-05-23-11-05-00.ids_3__vp6__ann50__ch0.jpg,ceiling,6,vp6/run2_2018-05-23-11-05-00.ids_3,50,0,closing_bottle,bottle,train,train,26431
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann89__ch0.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,89,0,closing_bottle,bottle,train,train,35574
ceiling__run2_2018-05-23-11-05-00.ids_3__vp6__ann35__ch0.jpg,ceiling,6,vp6/run2_2018-05-23-11-05-00.ids_3,35,0,closing_bottle,bottle,train,train,17718
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann30__ch1.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,30,1,closing_bottle,bottle,train,train,18071
ceiling__run1d_2018-05-23-14-54-38.ids_3__vp8__ann64__ch0.jpg,ceiling,8,vp8/run1d_2018-05-23-14-54-38.ids_3,64,0,opening_bottle,bottle,val,train,32997
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann8__ch1.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,8,1,closing_bottle,bottle,train,train,7961
ceiling__run1_2018-05-22-15-10-41.ids_3__vp5__ann36__ch0.jpg,ceiling,5,vp5/run1_2018-05-22-15-10-41.ids_3,36,0,closing_bottle,bottle,train,test,19032
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann83__ch3.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,83,3,opening_bottle,bottle,val,train,26828
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann76__ch0.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,76,0,closing_bottle,bottle,train,train,40759
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann96__ch0.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,96,0,closing_bottle,bottle,train,train,34037
ceiling__run2_2018-05-23-15-30-27.ids_3__vp8__ann78__ch0.jpg,ceiling,8,vp8/run2_2018-05-23-15-30-27.ids_3,78,0,opening_bottle,bottle,val,train,24247
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann39__ch0.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,39,0,closing_bottle,bottle,train,train,12648
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann102__ch0.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,102,0,opening_bottle,bottle,train,train,36723
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann87__ch0.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,87,0,opening_bottle,bottle,train,train,35071
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann83__ch0.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,83,0,opening_bottle,bottle,train,train,33368
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann57__ch0.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,57,0,closing_bottle,bottle,train,test,24462
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann52__ch1.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,52,1,opening_bottle,bottle,test,val,23785
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann19__ch1.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,19,1,closing_bottle,bottle,test,train,9299
ceiling__run2b_2018-05-22-15-50-07.ids_3__vp5__ann80__ch0.jpg,ceiling,5,vp5/run2b_2018-05-22-15-50-07.ids_3,80,0,closing_bottle,bottle,train,test,29228
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann83__ch2.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,83,2,opening_bottle,bottle,val,train,26735
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann103__ch0.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,103,0,opening_bottle,bottle,train,train,38170
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann54__ch1.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,54,1,opening_bottle,bottle,train,train,16669
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann21__ch0.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,21,0,closing_bottle,bottle,test,val,11885
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann45__ch0.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,45,0,closing_bottle,bottle,train,test,20488
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann17__ch0.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,17,0,closing_bottle,bottle,val,train,10342
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann30__ch0.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,30,0,closing_bottle,bottle,train,train,12033
ceiling__run2b_2018-05-22-15-50-07.ids_3__vp5__ann73__ch0.jpg,ceiling,5,vp5/run2b_2018-05-22-15-50-07.ids_3,73,0,closing_bottle,bottle,train,test,27576
ceiling__run2_2018-05-23-15-30-27.ids_3__vp8__ann20__ch0.jpg,ceiling,8,vp8/run2_2018-05-23-15-30-27.ids_3,20,0,opening_bottle,bottle,val,train,8963
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann28__ch1.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,28,1,opening_bottle,bottle,train,train,11903
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann51__ch0.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,51,0,closing_bottle,bottle,train,test,23297
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann48__ch0.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,48,0,closing_bottle,bottle,train,test,20673
ceiling__run1_2018-05-23-10-21-45.ids_3__vp6__ann89__ch0.jpg,ceiling,6,vp6/run1_2018-05-23-10-21-45.ids_3,89,0,opening_bottle,bottle,train,train,46226
ceiling__run1_2018-05-23-10-21-45.ids_3__vp6__ann91__ch1.jpg,ceiling,6,vp6/run1_2018-05-23-10-21-45.ids_3,91,1,closing_bottle,bottle,train,train,46581
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann101__ch0.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,101,0,closing_bottle,bottle,test,val,40203
ceiling__run1_2018-05-24-15-44-28.ids_3__vp12__ann37__ch0.jpg,ceiling,12,vp12/run1_2018-05-24-15-44-28.ids_3,37,0,closing_bottle,bottle,train,train,17616
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann28__ch2.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,28,2,opening_bottle,bottle,train,train,17564
ceiling__run1_2018-05-30-10-11-09.ids_3__vp14__ann19__ch1.jpg,ceiling,14,vp14/run1_2018-05-30-10-11-09.ids_3,19,1,opening_bottle,bottle,test,val,11573
ceiling__run1_2018-05-30-13-05-35.ids_3__vp15__ann79__ch1.jpg,ceiling,15,vp15/run1_2018-05-30-13-05-35.ids_3,79,1,closing_bottle,bottle,train,val,20539
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann81__ch0.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,81,0,opening_bottle,bottle,test,val,31990
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann83__ch5.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,83,5,opening_bottle,bottle,val,train,26972
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann83__ch1.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,83,1,opening_bottle,bottle,train,train,33434
ceiling__run2_2018-05-23-11-05-00.ids_3__vp6__ann33__ch1.jpg,ceiling,6,vp6/run2_2018-05-23-11-05-00.ids_3,33,1,opening_bottle,bottle,train,train,17430
ceiling__run1_2018-05-24-13-44-01.ids_3__vp11__ann43__ch2.jpg,ceiling,11,vp11/run1_2018-05-24-13-44-01.ids_3,43,2,opening_bottle,bottle,train,test,20205
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann28__ch0.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,28,0,closing_bottle,bottle,train,train,12969
ceiling__run1_2018-05-22-13-28-51.ids_3__vp4__ann30__ch0.jpg,ceiling,4,vp4/run1_2018-05-22-13-28-51.ids_3,30,0,closing_bottle,bottle,train,train,18015
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann26__ch0.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,26,0,opening_bottle,bottle,train,train,12286
ceiling__run1_2018-05-30-13-05-35.ids_3__vp15__ann21__ch1.jpg,ceiling,15,vp15/run1_2018-05-30-13-05-35.ids_3,21,1,closing_bottle,bottle,train,val,10080
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann56__ch0.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,56,0,closing_bottle,bottle,train,train,16976
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann87__ch1.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,87,1,opening_bottle,bottle,train,train,35156
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann90__ch0.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,90,0,opening_bottle,bottle,test,train,23107
ceiling__run2_2018-05-30-13-34-33.ids_3__vp15__ann22__ch1.jpg,ceiling,15,vp15/run2_2018-05-30-13-34-33.ids_3,22,1,opening_bottle,bottle,train,val,11307
ceiling__run2_2018-05-24-14-08-46.ids_3__vp10__ann96__ch2.jpg,ceiling,10,vp10/run2_2018-05-24-14-08-46.ids_3,96,2,closing_bottle,bottle,train,train,34202
ceiling__run1_2018-05-24-15-44-28.ids_3__vp12__ann35__ch0.jpg,ceiling,12,vp12/run1_2018-05-24-15-44-28.ids_3,35,0,opening_bottle,bottle,train,train,17288
ceiling__run1_2018-05-03-14-08-31.ids_3__vp2__ann72__ch0.jpg,ceiling,2,vp2/run1_2018-05-03-14-08-31.ids_3,72,0,opening_bottle,bottle,train,train,39909
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann10__ch1.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,10,1,opening_bottle,bottle,test,val,7439
ceiling__run1_2018-05-30-13-05-35.ids_3__vp15__ann15__ch1.jpg,ceiling,15,vp15/run1_2018-05-30-13-05-35.ids_3,15,1,opening_bottle,bottle,train,val,8917
ceiling__run1b_2018-05-29-14-02-47.ids_3__vp1__ann54__ch0.jpg,ceiling,1,vp1/run1b_2018-05-29-14-02-47.ids_3,54,0,opening_bottle,bottle,train,train,16618
ceiling__run2_2018-05-29-14-33-44.ids_3__vp1__ann45__ch0.jpg,ceiling,1,vp1/run2_2018-05-29-14-33-44.ids_3,45,0,opening_bottle,bottle,train,train,21011
ceiling__run1b_2018-05-23-16-19-17.ids_3__vp9__ann92__ch1.jpg,ceiling,9,vp9/run1b_2018-05-23-16-19-17.ids_3,92,1,closing_bottle,bottle,test,train,23633
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann67__ch1.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,67,1,closing_bottle,bottle,train,test,17038
ceiling__run2_2018-05-22-14-25-04.ids_3__vp4__ann18__ch0.jpg,ceiling,4,vp4/run2_2018-05-22-14-25-04.ids_3,18,0,opening_bottle,bottle,train,train,17464
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann78__ch0.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,78,0,opening_bottle,bottle,train,train,32031
ceiling__run2_2018-05-24-14-35-56.ids_3__vp11__ann65__ch0.jpg,ceiling,11,vp11/run2_2018-05-24-14-35-56.ids_3,65,0,opening_bottle,bottle,train,test,16766
ceiling__run1_2018-05-23-13-16-52.ids_3__vp7__ann13__ch2.jpg,ceiling,7,vp7/run1_2018-05-23-13-16-52.ids_3,13,2,opening_bottle,bottle,val,train,9735
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann47__ch1.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,47,1,closing_bottle,bottle,train,train,15520
ceiling__run2_2018-05-30-11-34-54.ids_3__vp13__ann50__ch2.jpg,ceiling,13,vp13/run2_2018-05-30-11-34-54.ids_3,50,2,opening_bottle,bottle,train,test,23042
ceiling__run2_2018-05-23-11-05-00.ids_3__vp6__ann48__ch0.jpg,ceiling,6,vp6/run2_2018-05-23-11-05-00.ids_3,48,0,opening_bottle,bottle,train,train,26236
ceiling__run1_2018-05-29-15-21-10.ids_3__vp13__ann45__ch0.jpg,ceiling,13,vp13/run1_2018-05-29-15-21-10.ids_3,45,0,opening_bottle,bottle,train,test,24569
ceiling__run1_2018-05-24-13-14-41.ids_3__vp10__ann104__ch0.jpg,ceiling,10,vp10/run1_2018-05-24-13-14-41.ids_3,104,0,closing_bottle,bottle,train,train,36904
ceiling__run1b_2018-05-08-08-46-01.ids_3__vp3__ann77__ch0.jpg,ceiling,3,vp3/run1b_2018-05-08-08-46-01.ids_3,77,0,closing_bottle,bottle,train,train,31885
ceiling__run2_2018-05-30-10-42-33.ids_3__vp14__ann12__ch0.jpg,ceiling,14,vp14/run2_2018-05-30-10-42-33.ids_3,12,0,closing_bottle,bottle,test,val,7664
ceiling__run2_2018-05-24-16-21-35.ids_3__vp12__ann89__ch2.jpg,ceiling,12,vp12/run2_2018-05-24-16-21-35.ids_3,89,2,closing_bottle,bottle,train,train,35751
inner_mirror__run2b_2018-05-23-13-54-07.ids_1__vp7__ann38__ch0.jpg,inner_mirror,7,vp7/run2b_2018-05-23-13-54-07.ids_1,38,0,closing_bottle,bottle,val,train,14836
inner_mirror__run1_2018-05-22-13-28-51.ids_1__vp4__ann30__ch0.jpg,inner_mirror,4,vp4/run1_2018-05-22-13-28-51.ids_1,30,0,closing_bottle,bottle,train,train,18038
inner_mirror__run1_2018-05-22-13-28-51.ids_1__vp4__ann28__ch1.jpg,inner_mirror,4,vp4/run1_2018-05-22-13-28-51.ids_1,28,1,opening_bottle,bottle,train,train,17498
inner_mirror__run1_2018-05-23-13-16-52.ids_1__vp7__ann85__ch1.jpg,inner_mirror,7,vp7/run1_2018-05-23-13-16-52.ids_1,85,1,closing_bottle,bottle,val,train,27507
inner_mirror__run1_2018-05-23-10-21-45.ids_1__vp6__ann91__ch1.jpg,inner_mirror,6,vp6/run1_2018-05-23-10-21-45.ids_1,91,1,closing_bottle,bottle,train,train,46599
inner_mirror__run2_2018-05-22-14-25-04.ids_1__vp4__ann20__ch1.jpg,inner_mirror,4,vp4/run2_2018-05-22-14-25-04.ids_1,20,1,closing_bottle,bottle,train,train,17848
inner_mirror__run1_2018-05-22-15-10-41.ids_1__vp5__ann33__ch2.jpg,inner_mirror,5,vp5/run1_2018-05-22-15-10-41.ids_1,33,2,opening_bottle,bottle,train,test,18114
